Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Retail Sales People,Product ID,Category,Sub-Category,Product Name,Returned,Sales,Quantity,Discount,Profit
779,CA-2015-144267,2015-08-21,2015-08-23,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,Yes,59.94,3,0.0,28.17
780,CA-2015-144267,2015-08-21,2015-08-23,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,Yes,23.92,4,0.0,11.72
781,CA-2015-144267,2015-08-21,2015-08-23,First Class,NZ-18565,Nick Zandusky,Home Office,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,Yes,4.28,1,0.0,1.93
782,US-2015-157014,2015-03-10,2015-06-10,Second Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,Not,32.07,5,0.7,-22.45
783,US-2015-157014,2015-03-10,2015-06-10,Second Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Not,24.0,2,0.2,-2.7
784,US-2015-157014,2015-03-10,2015-06-10,Second Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Not,35.49,1,0.5,-15.62
785,US-2015-157014,2015-03-10,2015-06-10,Second Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,Not,47.98,2,0.2,0.6
789,CA-2015-115938,2015-06-26,2015-06-30,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,Cassandra Brandow,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,Not,143.96,4,0.0,69.1
790,CA-2015-115938,2015-06-26,2015-06-30,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,Cassandra Brandow,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",Not,15.42,1,0.0,4.16
791,CA-2015-115938,2015-06-26,2015-06-30,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,Cassandra Brandow,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Not,43.04,8,0.0,21.09
792,CA-2015-115938,2015-06-26,2015-06-30,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,Cassandra Brandow,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,Not,332.94,3,0.0,79.91
794,CA-2014-156433,2014-09-20,2014-09-26,Standard Class,ES-14020,Erica Smith,Consumer,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-LA-10001569,Office Supplies,Labels,Avery 499,Not,9.96,2,0.0,4.58
795,CA-2014-156433,2014-09-20,2014-09-26,Standard Class,ES-14020,Erica Smith,Consumer,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",Not,21.72,4,0.0,10.64
797,CA-2015-124653,2015-12-24,2015-12-26,First Class,DB-13120,David Bremer,Corporate,United States,Rochester,New York,14609,East,Chuck Magee,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,Not,132.79,7,0.0,63.74
798,CA-2015-124653,2015-12-24,2015-12-26,First Class,DB-13120,David Bremer,Corporate,United States,Rochester,New York,14609,East,Chuck Magee,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,Not,12.96,2,0.0,6.22
799,CA-2015-124653,2015-12-24,2015-12-26,First Class,DB-13120,David Bremer,Corporate,United States,Rochester,New York,14609,East,Chuck Magee,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Not,21.56,7,0.0,10.35
801,CA-2017-105809,2017-02-20,2017-02-23,First Class,HW-14935,Helen Wasserman,Corporate,United States,San Diego,California,92105,West,Anna Andreadi,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",Not,22.23,1,0.0,7.34
802,CA-2017-105809,2017-02-20,2017-02-23,First Class,HW-14935,Helen Wasserman,Corporate,United States,San Diego,California,92105,West,Anna Andreadi,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,Not,215.97,2,0.2,18.9
806,CA-2014-134313,2014-01-11,2014-07-11,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Denver,Colorado,80219,West,Anna Andreadi,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,Not,43.18,3,0.2,4.32
807,CA-2014-134313,2014-01-11,2014-07-11,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Denver,Colorado,80219,West,Anna Andreadi,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,Not,1983.97,4,0.2,248.0
808,CA-2015-140921,2015-03-02,2015-05-02,First Class,AA-10375,Allen Armold,Consumer,United States,Omaha,Nebraska,68104,Central,Kelly Williams,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,Not,28.4,2,0.0,11.08
809,CA-2015-140921,2015-03-02,2015-05-02,First Class,AA-10375,Allen Armold,Consumer,United States,Omaha,Nebraska,68104,Central,Kelly Williams,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Not,149.97,3,0.0,50.99
810,CA-2014-151995,2014-10-13,2014-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,West,Anna Andreadi,OFF-AR-10003190,Office Supplies,Art,Newell 32,Not,11.52,4,0.0,3.23
811,CA-2014-151995,2014-10-13,2014-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,West,Anna Andreadi,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Not,1298.55,5,0.0,311.65
812,CA-2014-151995,2014-10-13,2014-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,West,Anna Andreadi,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,Not,213.92,4,0.0,62.04
813,CA-2014-151995,2014-10-13,2014-10-15,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,West,Anna Andreadi,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Not,25.78,2,0.0,2.58
814,CA-2017-143686,2017-05-14,2017-05-14,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Santa Ana,California,92704,West,Anna Andreadi,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Not,18.28,2,0.0,6.22
815,CA-2017-143686,2017-05-14,2017-05-14,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Santa Ana,California,92704,West,Anna Andreadi,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Not,1399.93,7,0.0,601.97
818,CA-2014-140858,2014-06-28,2014-06-28,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,Not,41.47,8,0.2,14.52
819,CA-2014-140858,2014-06-28,2014-06-28,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,Not,3.17,3,0.7,-2.43
820,CA-2014-140858,2014-06-28,2014-06-28,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,Not,1228.47,5,0.3,0.0
821,CA-2014-140858,2014-06-28,2014-06-28,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,Not,31.09,3,0.7,-22.8
822,CA-2014-140858,2014-06-28,2014-06-28,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,Not,335.52,4,0.2,117.43
823,CA-2017-101434,2017-06-20,2017-06-27,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Belleville,New Jersey,7109,East,Chuck Magee,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,Not,239.97,3,0.0,71.99
824,CA-2017-101434,2017-06-20,2017-06-27,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Belleville,New Jersey,7109,East,Chuck Magee,OFF-LA-10003223,Office Supplies,Labels,Avery 508,Not,9.82,2,0.0,4.81
825,US-2014-102071,2014-09-05,2014-09-05,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco,California,94110,West,Anna Andreadi,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,Not,67.8,4,0.0,4.07
826,US-2014-102071,2014-09-05,2014-09-05,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,San Francisco,California,94110,West,Anna Andreadi,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Not,167.97,3,0.0,40.31
827,CA-2017-126956,2017-08-21,2017-08-28,Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044,Central,Kelly Williams,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,Not,35.0,7,0.0,16.8
828,CA-2017-126956,2017-08-21,2017-08-28,Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044,Central,Kelly Williams,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,Not,37.24,4,0.0,10.8
829,CA-2017-126956,2017-08-21,2017-08-28,Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044,Central,Kelly Williams,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,Not,15.28,2,0.0,7.49
830,CA-2017-129462,2017-06-16,2017-06-21,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,Cassandra Brandow,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",Not,301.96,2,0.0,90.59
831,CA-2017-129462,2017-06-16,2017-06-21,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,Cassandra Brandow,OFF-AP-10003884,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Not,180.66,3,0.0,50.58
832,CA-2017-129462,2017-06-16,2017-06-21,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,Cassandra Brandow,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,Not,191.98,2,0.0,51.83
833,CA-2017-129462,2017-06-16,2017-06-21,Second Class,JE-15745,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,Cassandra Brandow,TEC-PH-10002085,Technology,Phones,Clarity 53712,Not,65.99,1,0.0,17.16
834,CA-2016-165316,2016-07-23,2016-07-27,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,Cassandra Brandow,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,Not,35.22,2,0.2,2.64
835,CA-2016-165316,2016-07-23,2016-07-27,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,Cassandra Brandow,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Not,23.7,2,0.2,6.52
836,CA-2016-165316,2016-07-23,2016-07-27,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,Cassandra Brandow,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Not,265.48,1,0.5,-111.5
840,CA-2015-100454,2015-11-20,2015-11-25,Standard Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10035,East,Chuck Magee,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,Not,60.45,3,0.0,16.32
841,CA-2015-100454,2015-11-20,2015-11-25,Standard Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10035,East,Chuck Magee,OFF-AR-10002578,Office Supplies,Art,Newell 335,Not,11.52,4,0.0,3.34
842,CA-2015-100454,2015-11-20,2015-11-25,Standard Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10035,East,Chuck Magee,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Not,186.05,4,0.2,9.3
843,CA-2016-161669,2016-07-11,2016-09-11,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,Not,37.44,4,0.2,11.7
844,CA-2016-161669,2016-07-11,2016-09-11,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,Not,26.98,4,0.2,8.77
845,CA-2016-161669,2016-07-11,2016-09-11,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,Not,11.36,2,0.0,3.29
846,CA-2016-161669,2016-07-11,2016-09-11,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-LA-10004093,Office Supplies,Labels,Avery 486,Not,14.62,2,0.0,6.87
847,CA-2015-114300,2015-10-13,2015-10-17,Standard Class,AF-10885,Art Foster,Consumer,United States,Louisville,Kentucky,40214,South,Cassandra Brandow,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Not,83.72,7,0.0,23.44
848,CA-2015-114300,2015-10-13,2015-10-17,Standard Class,AF-10885,Art Foster,Consumer,United States,Louisville,Kentucky,40214,South,Cassandra Brandow,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,Not,287.94,3,0.0,77.74
851,CA-2016-152534,2016-06-20,2016-06-25,Second Class,DP-13105,Dave Poirier,Corporate,United States,Salinas,California,93905,West,Anna Andreadi,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,Not,5.16,2,0.0,1.34
852,CA-2016-152534,2016-06-20,2016-06-25,Second Class,DP-13105,Dave Poirier,Corporate,United States,Salinas,California,93905,West,Anna Andreadi,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,Not,38.88,6,0.0,18.66
854,CA-2016-123274,2016-02-19,2016-02-24,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,Chuck Magee,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",Not,44.46,2,0.0,14.67
855,CA-2016-123274,2016-02-19,2016-02-24,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,Chuck Magee,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,Not,242.94,3,0.0,9.72
856,CA-2014-125612,2014-03-08,2014-08-08,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,Chuck Magee,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,Not,39.96,2,0.0,18.78
857,CA-2014-125612,2014-03-08,2014-08-08,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,Chuck Magee,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,Not,102.3,10,0.0,26.6
858,CA-2014-125612,2014-03-08,2014-08-08,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,Chuck Magee,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,Not,21.36,2,0.0,5.77
859,CA-2017-161984,2017-10-04,2017-10-04,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,8901,East,Chuck Magee,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Not,7.61,1,0.0,3.58
860,CA-2017-161984,2017-10-04,2017-10-04,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,8901,East,Chuck Magee,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,Not,7.16,2,0.0,3.58
861,CA-2014-133851,2014-09-06,2014-09-06,Standard Class,CM-12445,Chuck Magee,Consumer,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,Not,7.36,2,0.0,0.15
862,CA-2014-133851,2014-09-06,2014-09-06,Standard Class,CM-12445,Chuck Magee,Consumer,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,Not,23.1,2,0.0,10.63
863,CA-2016-134474,2016-05-01,2016-07-01,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,Cassandra Brandow,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,Not,191.47,6,0.2,40.69
864,CA-2016-134474,2016-05-01,2016-07-01,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,Cassandra Brandow,OFF-AR-10003958,Office Supplies,Art,Newell 337,Not,5.25,2,0.2,0.59
865,CA-2016-134474,2016-05-01,2016-07-01,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,Cassandra Brandow,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",Not,59.18,2,0.2,5.18
866,CA-2014-149020,2014-10-01,2014-10-01,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,Cassandra Brandow,OFF-LA-10004272,Office Supplies,Labels,Avery 482,Not,2.89,1,0.0,1.36
867,CA-2014-149020,2014-10-01,2014-10-01,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,Cassandra Brandow,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Not,51.94,1,0.0,21.3
870,CA-2016-158099,2016-03-09,2016-05-09,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,Not,1141.47,5,0.7,-760.98
871,CA-2016-158099,2016-03-09,2016-05-09,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,TEC-PH-10002496,Technology,Phones,Cisco SPA301,Not,280.78,3,0.4,-46.8
873,CA-2014-148488,2014-10-12,2014-12-15,Standard Class,SM-20005,Sally Matthias,Consumer,United States,New York City,New York,10009,East,Chuck Magee,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Not,11.36,2,0.0,5.23
874,CA-2014-148488,2014-10-12,2014-12-15,Standard Class,SM-20005,Sally Matthias,Consumer,United States,New York City,New York,10009,East,Chuck Magee,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,Not,106.34,7,0.2,37.22
876,CA-2016-116736,2016-01-17,2016-01-21,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,3301,East,Chuck Magee,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Yes,322.59,3,0.0,64.52
877,CA-2016-116736,2016-01-17,2016-01-21,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,3301,East,Chuck Magee,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Yes,29.99,1,0.0,13.2
878,CA-2016-116736,2016-01-17,2016-01-21,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Concord,New Hampshire,3301,East,Chuck Magee,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,Yes,371.97,3,0.0,66.95
880,CA-2017-111689,2017-11-30,2017-11-30,Second Class,HP-14815,Harold Pawlan,Home Office,United States,New York City,New York,10024,East,Chuck Magee,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',Not,68.47,3,0.2,23.11
881,CA-2017-111689,2017-11-30,2017-11-30,Second Class,HP-14815,Harold Pawlan,Home Office,United States,New York City,New York,10024,East,Chuck Magee,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,Not,1242.9,5,0.1,262.39
890,CA-2017-132934,2017-06-20,2017-06-26,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,New Rochelle,New York,10801,East,Chuck Magee,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,Not,149.95,5,0.0,15.0
891,CA-2017-132934,2017-06-20,2017-06-26,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,New Rochelle,New York,10801,East,Chuck Magee,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,Not,51.31,3,0.2,18.6
892,CA-2017-133256,2017-06-26,2017-06-27,First Class,TH-21550,Tracy Hopkins,Home Office,United States,Detroit,Michigan,48227,Central,Kelly Williams,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Not,4.54,1,0.0,2.04
893,CA-2017-133256,2017-06-26,2017-06-27,First Class,TH-21550,Tracy Hopkins,Home Office,United States,Detroit,Michigan,48227,Central,Kelly Williams,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,Not,15.92,4,0.0,5.41
894,CA-2017-133256,2017-06-26,2017-06-27,First Class,TH-21550,Tracy Hopkins,Home Office,United States,Detroit,Michigan,48227,Central,Kelly Williams,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,Not,543.92,8,0.0,135.98
895,CA-2016-105494,2016-10-11,2016-12-11,First Class,PC-18745,Pamela Coakley,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,Not,155.82,7,0.0,42.07
896,CA-2016-105494,2016-10-11,2016-12-11,First Class,PC-18745,Pamela Coakley,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,Not,70.01,3,0.2,24.5
901,CA-2017-150959,2017-11-11,2017-11-13,First Class,TD-20995,Tamara Dahlen,Consumer,United States,Garland,Texas,75043,Central,Kelly Williams,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Not,10.44,5,0.2,3.39
902,CA-2017-150959,2017-11-11,2017-11-13,First Class,TD-20995,Tamara Dahlen,Consumer,United States,Garland,Texas,75043,Central,Kelly Williams,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,Not,18.34,4,0.8,-32.09
904,CA-2016-130477,2016-08-04,2016-12-04,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,Anna Andreadi,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,Yes,20.04,3,0.0,9.62
905,CA-2016-130477,2016-08-04,2016-12-04,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,Anna Andreadi,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,Yes,64.96,2,0.0,2.6
906,CA-2016-130477,2016-08-04,2016-12-04,Standard Class,LC-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,Anna Andreadi,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,Yes,12.96,2,0.0,6.22
907,CA-2017-143259,2017-12-30,2018-03-01,Standard Class,PO-18865,Patrick O'Donnell,Consumer,United States,New York City,New York,10009,East,Chuck Magee,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Not,323.14,4,0.2,12.12
908,CA-2017-143259,2017-12-30,2018-03-01,Standard Class,PO-18865,Patrick O'Donnell,Consumer,United States,New York City,New York,10009,East,Chuck Magee,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,Not,90.93,7,0.0,2.73
909,CA-2017-143259,2017-12-30,2018-03-01,Standard Class,PO-18865,Patrick O'Donnell,Consumer,United States,New York City,New York,10009,East,Chuck Magee,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,Not,52.78,3,0.2,19.79
910,CA-2017-137596,2017-02-09,2017-07-09,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,Kelly Williams,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,Not,1199.8,4,0.0,323.95
911,CA-2017-137596,2017-02-09,2017-07-09,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,Kelly Williams,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,Not,1928.78,7,0.0,829.38
912,CA-2017-137596,2017-02-09,2017-07-09,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,Kelly Williams,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,Not,352.38,2,0.0,81.05
914,CA-2017-102519,2017-11-27,2017-11-29,First Class,BM-11650,Brian Moss,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Kelly Williams,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Yes,46.94,1,0.0,19.25
915,CA-2017-102519,2017-11-27,2017-11-29,First Class,BM-11650,Brian Moss,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Kelly Williams,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Yes,143.73,9,0.0,56.05
916,US-2014-141215,2014-06-15,2014-06-21,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207,Central,Kelly Williams,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Not,99.92,2,0.3,-18.56
